category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Cinematography For A Multi-Camera Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/upshaws-2021-600x600.jpg?itok=36Po1iKF,"Donald A. Morgan, ASC, Director of Photography",Nominee,The Upshaws,Netflix,Savannah Sweet Productions and Push It Productions for Netflix,2021,3,8
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Jeffrey Jur, ASC, Director of Photography",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,3,9
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Marcell Rév, Director of Photography",Nominee,Euphoria,HBO,"HBO in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | Tedy Productions",2021,3,10
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-lovecraft-country-2021-600x600.jpg?itok=4xegQd1S,"Tat Radcliffe, BSC, Director of Photography",Nominee,Lovecraft Country,HBO,"HBO in association with afemme, Monkeypaw, Bad Robot, and Warner Bros. Television",2021,4,1
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Baz Idoine, Director of Photography",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,4,2
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/perry-mason-2021-600x600.jpg?itok=uhtVz0vE,"David Franco, Director of Photography",Nominee,Perry Mason,HBO,"HBO in association with Team Downey, Dwight Street Book Club, and Inflatable Moose",2021,4,3
Outstanding Cinematography For A Single-Camera Series (One Hour) - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/the-umbrella-academy.jpg?itok=fX1zZCts,"Neville Kidd, ASC, Director of Photography",Nominee,The Umbrella Academy,Netflix,UCP for Netflix,2021,4,4
Outstanding Cinematography For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/Fargo.jpg?itok=b0lmO_Tf,"Dana Gonzales, ASC, Director of Photography",Nominee,Fargo,FX Networks,MGM Television and FX Productions,2021,4,5
Outstanding Cinematography For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/small-axe-2021-600x600.jpg?itok=97n4eEaC,"Shabier Kirchner, Director of Photography",Nominee,Small Axe,Prime Video,"BBC Studios Americas, Inc. and Amazon Studios",2021,4,6
Outstanding Cinematography For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-underground-railroad-2021-600x600.jpg?itok=mcxki3DR,"James Laxton, ASC, Director of Photography",Nominee,The Underground Railroad,Prime Video,"Plan B, PASTEL, Big Indie with Amazon Studios",2021,4,7
Outstanding Cinematography For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/city-so-real-2021-600x600.jpg?itok=8J1uqgZD,"Jackson James, Cinematography by",Nominee,City So Real,National Geographic,National Geographic Documentary Films presents / Participant presents / A Kartemquin Films Production,2021,4,8
Outstanding Cinematography For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/city-so-real-2021-600x600.jpg?itok=8J1uqgZD,"Steve James, Cinematography by",Nominee,City So Real,National Geographic,National Geographic Documentary Films presents / Participant presents / A Kartemquin Films Production,2021,4,8
Outstanding Cinematography For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/rebuilding-paradise-20210600x600.jpg?itok=i5AAltIX,"Lincoln Else, Director of Photography",Nominee,Rebuilding Paradise,National Geographic,National Geographic Documentary Films Presents An Imagine Documentaries Production,2021,4,9
Outstanding Cinematography For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/social-dilemma-2021-600x600.jpg?itok=nduGU8ei,"John Behrens, Cinematography by",Nominee,The Social Dilemma,Netflix,An Exposure Labs Production in association with Argent Pictures for Netflix,2021,4,10
Outstanding Cinematography For A Nonfiction Program - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/social-dilemma-2021-600x600.jpg?itok=nduGU8ei,"Jonathan Pope, Cinematography by",Nominee,The Social Dilemma,Netflix,An Exposure Labs Production in association with Argent Pictures for Netflix,2021,4,10
Outstanding Period Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Jeriana San Juan, Costume Designer",Nominee,Halston,Netflix,A Netflix Original Series,2021,6,1
Outstanding Period Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Catherine Crabtree, Assistant Costume Designer",Nominee,Halston,Netflix,A Netflix Original Series,2021,6,1
Outstanding Period Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Cailey Breneman, Assistant Costume Designer",Nominee,Halston,Netflix,A Netflix Original Series,2021,6,1
Outstanding Period Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/halston-2021-600x600.jpg?itok=ETl0ZVZy,"Anne Newton-Harding, Costume Supervisor",Nominee,Halston,Netflix,A Netflix Original Series,2021,6,1
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-black-ish-2021-600x600.jpg?itok=9rdoPqFk,"Michelle R. Cole, Costume Designer",Nominee,black-ish,ABC,ABC Signature,2021,6,2
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-black-ish-2021-600x600.jpg?itok=9rdoPqFk,"Juliann M. Smith DeVito, Costume Supervisor",Nominee,black-ish,ABC,ABC Signature,2021,6,2
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Heidi Bivens, Costume Designer",Nominee,Euphoria,HBO,"HBO in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | Tedy Productions",2021,6,3
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Devon Patterson, Costume Supervisor",Nominee,Euphoria,HBO,"HBO in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | Tedy Productions",2021,6,3
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/euphoria-600x600.jpg?itok=_EcBiHAy,"Angelina Vitto, Assistant Costume Designer",Nominee,Euphoria,HBO,"HBO in association with Reasonable Bunch, A24, Little Lamb, Dreamcrew, ADD Content Agency | HOT | Tedy Productions",2021,6,3
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-hacks-2021-600x600.jpg?itok=2BTLHzk0,"Kathleen Felix-Hager, Costume Designer",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,6,4
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-hacks-2021-600x600.jpg?itok=2BTLHzk0,"Karen Bellamy, Costume Supervisor",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,6,4
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Lynsey Moore, Costume Designer",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,6,5
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Rosie Lack, Assistant Costume Designer",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,6,5
Outstanding Contemporary Costumes - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Debbie Roberts, Costume Supervisor",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,6,5
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/b-positive-600x600.jpg?itok=om2vsNDd,"James Burrows, Directed by",Nominee,B Positive,CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",2021,6,6
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-flight-attendant-2021-600x600.jpg?itok=JlIUhL7z,"Susanna Fogel, Directed by",Nominee,The Flight Attendant,HBO Max,"HBO Max in association with Berlanti Productions, Yes, Norman Productions, and Warner Bros. Television",2021,6,7
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/mom-2016-600x600.jpg?itok=lvLvlAlw,"James Widdoes, Directed by",Nominee,Mom,CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",2021,6,8
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/logo-ted-lasso-v2-2021-600x600.jpg?itok=Hg1MWeL6,"Zach Braff, Directed by",Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,6,9
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/logo-ted-lasso-v2-2021-600x600.jpg?itok=Hg1MWeL6,"MJ Delaney, Directed by",Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,6,10
Outstanding Directing For A Comedy Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/shows/logo-ted-lasso-v2-2021-600x600.jpg?itok=Hg1MWeL6,"Declan Lowney, Directed by",Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,7,1
Outstanding Directing For A Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-bridgerton-2021-600x600.jpg?itok=mun-07yw,"Julie Anne Robinson, Directed by",Nominee,Bridgerton,Netflix,A Netflix Original Series in association with shondalandmedia,2021,7,2
Outstanding Directing For A Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Benjamin Caron, Directed by",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television for Netflix,2021,7,3
Outstanding Directing For A Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Liz Garbus, Directed by",Nominee,The Handmaid's Tale,Hulu,"Hulu, MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2021,7,4
Outstanding Directing For A Drama Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-mandalorian-2021-600x600.jpg?itok=KiDbtcLj,"Jon Favreau, Directed by",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,7,5
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/hamilton-2021-600x600.jpg?itok=8zz5LzBp,"Thomas Kail, Directed by",Nominee,Hamilton,Disney+,"Lin-Manuel Miranda and Nevis Productions LLC, Old 320 Sycamore, and RadicalMedia",2021,7,6
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Sam Miller, Directed by",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,7,7
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Michaela Coel, Directed by",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,7,7
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-i-may-destroy-you-2021-600x600.jpg?itok=c2mek51m,"Sam Miller, Directed by",Nominee,I May Destroy You,HBO,"HBO in association with BBC, Various Artists Limited, FALKNA",2021,7,8
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-underground-railroad-2021-600x600.jpg?itok=mcxki3DR,"Barry Jenkins, Directed by",Nominee,The Underground Railroad,Prime Video,"Plan B, PASTEL, Big Indie with Amazon Studios",2021,7,9
Outstanding Directing For A Limited Or Anthology Series Or Movie - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-wandavision-2021-600x600.jpg?itok=T0PkUGIx,"Matt Shakman, Directed by",Nominee,WandaVision,Disney+,Marvel Studios,2021,7,10
Outstanding Directing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-last-week-tonight-2021-600x600.jpg?itok=eJ8-JKBm,"Christopher Werner, Directed by",Nominee,Last Week Tonight With John Oliver,HBO,HBO in association with Sixteen String Jack Productions and Avalon Television,2021,8,1
Outstanding Directing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/late-night-with-seth-meyers-600x600.jpg?itok=wKRanVPC,"Alexander J. Vietmeier, Directed by",Nominee,Late Night With Seth Meyers,NBC,Universal Television and Broadway Video,2021,8,2
Outstanding Directing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-late-show-2021-600x600.jpg?itok=oEkLGR15,"Jim Hoskinson, Directed by",Nominee,The Late Show With Stephen Colbert,CBS,CBS Studios,2021,8,3
Outstanding Directing For A Variety Series - 2021,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/Real-Time-With-Bill-Maher-w0718_0.jpg?itok=pNYurCRf,"Paul G. Casey, Directed by",Nominee,Real Time With Bill Maher,HBO,HBO in association with Bill Maher Productions and Brad Grey Television,2021,8,4
